cityCode;cityName;cityNameNoAccents
1100015;Alta Floresta D'Oeste;Alta Floresta D'Oeste
1100379;Alto Alegre dos Parecis;Alto Alegre dos Parecis
1100403;Alto Paraíso;Alto Paraiso
1100346;Alvorada D'Oeste;Alvorada D'Oeste
1100023;Ariquemes;Ariquemes
1100452;Buritis;Buritis
1100031;Cabixi;Cabixi
1100601;Cacaulândia;Cacaulandia
1100049;Cacoal;Cacoal
1100700;Campo Novo de Rondônia;Campo Novo de Rondonia
1100809;Candeias do Jamari;Candeias do Jamari
1100908;Castanheiras;Castanheiras
1100056;Cerejeiras;Cerejeiras
1100924;Chupinguaia;Chupinguaia
1100064;Colorado do Oeste;Colorado do Oeste
1100072;Corumbiara;Corumbiara
1100080;Costa Marques;Costa Marques
1100940;Cujubim;Cujubim
1100098;Espigão D'Oeste;Espigao D'Oeste
1101005;Governador Jorge Teixeira;Governador Jorge Teixeira
1100106;Guajará-Mirim;Guajara-Mirim
1101104;Itapuã do Oeste;Itapua do Oeste
1100114;Jaru;Jaru
1100122;Ji-Paraná;Ji-Parana
1100130;Machadinho D'Oeste;Machadinho D'Oeste
1101203;Ministro Andreazza;Ministro Andreazza
1101302;Mirante da Serra;Mirante da Serra
1101401;Monte Negro;Monte Negro
1100148;Nova Brasilândia D'Oeste;Nova Brasilandia D'Oeste
1100338;Nova Mamoré;Nova Mamore
1101435;Nova União;Nova Uniao
1100502;Novo Horizonte do Oeste;Novo Horizonte do Oeste
1100155;Ouro Preto do Oeste;Ouro Preto do Oeste
1101450;Parecis;Parecis
1100189;Pimenta Bueno;Pimenta Bueno
1101468;Pimenteiras do Oeste;Pimenteiras do Oeste
1100205;Porto Velho;Porto Velho
1100254;Presidente Médici;Presidente Medici
1101476;Primavera de Rondônia;Primavera de Rondonia
1100262;Rio Crespo;Rio Crespo
1100288;Rolim de Moura;Rolim de Moura
1100296;Santa Luzia D'Oeste;Santa Luzia D'Oeste
1101484;São Felipe D'Oeste;Sao Felipe D'Oeste
1101492;São Francisco do Guaporé;Sao Francisco do Guapore
1100320;São Miguel do Guaporé;Sao Miguel do Guapore
1101500;Seringueiras;Seringueiras
1101559;Teixeirópolis;Teixeiropolis
1101609;Theobroma;Theobroma
1101708;Urupá;Urupa
1101757;Vale do Anari;Vale do Anari
1101807;Vale do Paraíso;Vale do Paraiso
1100304;Vilhena;Vilhena
1200013;Acrelândia;Acrelandia
1200054;Assis Brasil;Assis Brasil
1200104;Brasiléia;Brasileia
1200138;Bujari;Bujari
1200179;Capixaba;Capixaba
1200203;Cruzeiro do Sul;Cruzeiro do Sul
1200252;Epitaciolândia;Epitaciolandia
1200302;Feijó;Feijo
1200328;Jordão;Jordao
1200336;Mâncio Lima;Mancio Lima
1200344;Manoel Urbano;Manoel Urbano
1200351;Marechal Thaumaturgo;Marechal Thaumaturgo
1200385;Plácido de Castro;Placido de Castro
1200807;Porto Acre;Porto Acre
1200393;Porto Walter;Porto Walter
1200401;Rio Branco;Rio Branco
1200427;Rodrigues Alves;Rodrigues Alves
1200435;Santa Rosa do Purus;Santa Rosa do Purus
1200500;Sena Madureira;Sena Madureira
1200450;Senador Guiomard;Senador Guiomard
1200609;Tarauacá;Tarauaca
1200708;Xapuri;Xapuri
1300029;Alvarães;Alvaraes
1300060;Amaturá;Amatura
1300086;Anamã;Anama
1300102;Anori;Anori
1300144;Apuí;Apui
1300201;Atalaia do Norte;Atalaia do Norte
1300300;Autazes;Autazes
1300409;Barcelos;Barcelos
1300508;Barreirinha;Barreirinha
1300607;Benjamin Constant;Benjamin Constant
1300631;Beruri;Beruri
1300680;Boa Vista do Ramos;Boa Vista do Ramos
1300706;Boca do Acre;Boca do Acre
1300805;Borba;Borba
1300839;Caapiranga;Caapiranga
1300904;Canutama;Canutama
1301001;Carauari;Carauari
1301100;Careiro;Careiro
1301159;Careiro da Várzea;Careiro da Varzea
1301209;Coari;Coari
1301308;Codajás;Codajas
1301407;Eirunepé;Eirunepe
1301506;Envira;Envira
1301605;Fonte Boa;Fonte Boa
1301654;Guajará;Guajara
1301704;Humaitá;Humaita
1301803;Ipixuna;Ipixuna
1301852;Iranduba;Iranduba
1301902;Itacoatiara;Itacoatiara
1301951;Itamarati;Itamarati
1302009;Itapiranga;Itapiranga
1302108;Japurá;Japura
1302207;Juruá;Jurua
1302306;Jutaí;Jutai
1302405;Lábrea;Labrea
1302504;Manacapuru;Manacapuru
1302553;Manaquiri;Manaquiri
1302603;Manaus;Manaus
1302702;Manicoré;Manicore
1302801;Maraã;Maraa
1302900;Maués;Maues
1303007;Nhamundá;Nhamunda
1303106;Nova Olinda do Norte;Nova Olinda do Norte
1303205;Novo Airão;Novo Airao
1303304;Novo Aripuanã;Novo Aripuana
1303403;Parintins;Parintins
1303502;Pauini;Pauini
1303536;Presidente Figueiredo;Presidente Figueiredo
1303569;Rio Preto da Eva;Rio Preto da Eva
1303601;Santa Isabel do Rio Negro;Santa Isabel do Rio Negro
1303700;Santo Antônio do Içá;Santo Antonio do Ica
1303809;São Gabriel da Cachoeira;Sao Gabriel da Cachoeira
1303908;São Paulo de Olivença;Sao Paulo de Olivenca
1303957;São Sebastião do Uatumã;Sao Sebastiao do Uatuma
1304005;Silves;Silves
1304062;Tabatinga;Tabatinga
1304104;Tapauá;Tapaua
1304203;Tefé;Tefe
1304237;Tonantins;Tonantins
1304260;Uarini;Uarini
1304302;Urucará;Urucara
1304401;Urucurituba;Urucurituba
1400050;Alto Alegre;Alto Alegre
1400027;Amajari;Amajari
1400100;Boa Vista;Boa Vista
1400159;Bonfim;Bonfim
1400175;Cantá;Canta
1400209;Caracaraí;Caracarai
1400233;Caroebe;Caroebe
1400282;Iracema;Iracema
1400308;Mucajaí;Mucajai
1400407;Normandia;Normandia
1400456;Pacaraima;Pacaraima
1400472;Rorainópolis;Rorainopolis
1400506;São João da Baliza;Sao Joao da Baliza
1400605;São Luiz;Sao Luiz
1400704;Uiramutã;Uiramuta
1500107;Abaetetuba;Abaetetuba
1500131;Abel Figueiredo;Abel Figueiredo
1500206;Acará;Acara
1500305;Afuá;Afua
1500347;Água Azul do Norte;Agua Azul do Norte
1500404;Alenquer;Alenquer
1500503;Almeirim;Almeirim
1500602;Altamira;Altamira
1500701;Anajás;Anajas
1500800;Ananindeua;Ananindeua
1500859;Anapu;Anapu
1500909;Augusto Corrêa;Augusto Correa
1500958;Aurora do Pará;Aurora do Para
1501006;Aveiro;Aveiro
1501105;Bagre;Bagre
1501204;Baião;Baiao
1501253;Bannach;Bannach
1501303;Barcarena;Barcarena
1501402;Belém;Belem
1501451;Belterra;Belterra
1501501;Benevides;Benevides
1501576;Bom Jesus do Tocantins;Bom Jesus do Tocantins
1501600;Bonito;Bonito
1501709;Bragança;Braganca
1501725;Brasil Novo;Brasil Novo
1501758;Brejo Grande do Araguaia;Brejo Grande do Araguaia
1501782;Breu Branco;Breu Branco
1501808;Breves;Breves
1501907;Bujaru;Bujaru
1502004;Cachoeira do Arari;Cachoeira do Arari
1501956;Cachoeira do Piriá;Cachoeira do Piria
1502103;Cametá;Cameta
1502152;Canaã dos Carajás;Canaa dos Carajas
1502202;Capanema;Capanema
1502301;Capitão Poço;Capitao Poco
1502400;Castanhal;Castanhal
1502509;Chaves;Chaves
1502608;Colares;Colares
1502707;Conceição do Araguaia;Conceicao do Araguaia
1502756;Concórdia do Pará;Concordia do Para
1502764;Cumaru do Norte;Cumaru do Norte
1502772;Curionópolis;Curionopolis
1502806;Curralinho;Curralinho
1502855;Curuá;Curua
1502905;Curuçá;Curuca
1502939;Dom Eliseu;Dom Eliseu
1502954;Eldorado do Carajás;Eldorado do Carajas
1503002;Faro;Faro
1503044;Floresta do Araguaia;Floresta do Araguaia
1503077;Garrafão do Norte;Garrafao do Norte
1503093;Goianésia do Pará;Goianesia do Para
1503101;Gurupá;Gurupa
1503200;Igarapé-Açu;Igarape-Acu
1503309;Igarapé-Miri;Igarape-Miri
1503408;Inhangapi;Inhangapi
1503457;Ipixuna do Pará;Ipixuna do Para
1503507;Irituia;Irituia
1503606;Itaituba;Itaituba
1503705;Itupiranga;Itupiranga
1503754;Jacareacanga;Jacareacanga
1503804;Jacundá;Jacunda
1503903;Juruti;Juruti
1504000;Limoeiro do Ajuru;Limoeiro do Ajuru
1504059;Mãe do Rio;Mae do Rio
1504109;Magalhães Barata;Magalhaes Barata
1504208;Marabá;Maraba
1504307;Maracanã;Maracana
1504406;Marapanim;Marapanim
1504422;Marituba;Marituba
1504455;Medicilândia;Medicilandia
1504505;Melgaço;Melgaco
1504604;Mocajuba;Mocajuba
1504703;Moju;Moju
1504752;Mojuí dos Campos;Mojui dos Campos
1504802;Monte Alegre;Monte Alegre
1504901;Muaná;Muana
1504950;Nova Esperança do Piriá;Nova Esperanca do Piria
1504976;Nova Ipixuna;Nova Ipixuna
1505007;Nova Timboteua;Nova Timboteua
1505031;Novo Progresso;Novo Progresso
1505064;Novo Repartimento;Novo Repartimento
1505106;Óbidos;Obidos
1505205;Oeiras do Pará;Oeiras do Para
1505304;Oriximiná;Oriximina
1505403;Ourém;Ourem
1505437;Ourilândia do Norte;Ourilandia do Norte
1505486;Pacajá;Pacaja
1505494;Palestina do Pará;Palestina do Para
1505502;Paragominas;Paragominas
1505536;Parauapebas;Parauapebas
1505551;Pau D'Arco;Pau D'Arco
1505601;Peixe-Boi;Peixe-Boi
1505635;Piçarra;Picarra
1505650;Placas;Placas
1505700;Ponta de Pedras;Ponta de Pedras
1505809;Portel;Portel
1505908;Porto de Moz;Porto de Moz
1506005;Prainha;Prainha
1506104;Primavera;Primavera
1506112;Quatipuru;Quatipuru
1506138;Redenção;Redencao
1506161;Rio Maria;Rio Maria
1506187;Rondon do Pará;Rondon do Para
1506195;Rurópolis;Ruropolis
1506203;Salinópolis;Salinopolis
1506302;Salvaterra;Salvaterra
1506351;Santa Bárbara do Pará;Santa Barbara do Para
1506401;Santa Cruz do Arari;Santa Cruz do Arari
1506500;Santa Izabel do Pará;Santa Izabel do Para
1506559;Santa Luzia do Pará;Santa Luzia do Para
1506583;Santa Maria das Barreiras;Santa Maria das Barreiras
1506609;Santa Maria do Pará;Santa Maria do Para
1506708;Santana do Araguaia;Santana do Araguaia
1506807;Santarém;Santarem
1506906;Santarém Novo;Santarem Novo
1507003;Santo Antônio do Tauá;Santo Antonio do Taua
1507102;São Caetano de Odivelas;Sao Caetano de Odivelas
1507151;São Domingos do Araguaia;Sao Domingos do Araguaia
1507201;São Domingos do Capim;Sao Domingos do Capim
1507300;São Félix do Xingu;Sao Felix do Xingu
1507409;São Francisco do Pará;Sao Francisco do Para
1507458;São Geraldo do Araguaia;Sao Geraldo do Araguaia
1507466;São João da Ponta;Sao Joao da Ponta
1507474;São João de Pirabas;Sao Joao de Pirabas
1507508;São João do Araguaia;Sao Joao do Araguaia
1507607;São Miguel do Guamá;Sao Miguel do Guama
1507706;São Sebastião da Boa Vista;Sao Sebastiao da Boa Vista
1507755;Sapucaia;Sapucaia
1507805;Senador José Porfírio;Senador Jose Porfirio
1507904;Soure;Soure
1507953;Tailândia;Tailandia
1507961;Terra Alta;Terra Alta
1507979;Terra Santa;Terra Santa
1508001;Tomé-Açu;Tome-Acu
1508035;Tracuateua;Tracuateua
1508050;Trairão;Trairao
1508084;Tucumã;Tucuma
1508100;Tucuruí;Tucurui
1508126;Ulianópolis;Ulianopolis
1508159;Uruará;Uruara
1508209;Vigia;Vigia
1508308;Viseu;Viseu
1508357;Vitória do Xingu;Vitoria do Xingu
1508407;Xinguara;Xinguara
1600105;Amapá;Amapa
1600204;Calçoene;Calcoene
1600212;Cutias;Cutias
1600238;Ferreira Gomes;Ferreira Gomes
1600253;Itaubal;Itaubal
1600279;Laranjal do Jari;Laranjal do Jari
1600303;Macapá;Macapa
1600402;Mazagão;Mazagao
1600501;Oiapoque;Oiapoque
1600154;Pedra Branca do Amapari;Pedra Branca do Amapari
1600535;Porto Grande;Porto Grande
1600550;Pracuúba;Pracuuba
1600600;Santana;Santana
1600055;Serra do Navio;Serra do Navio
1600709;Tartarugalzinho;Tartarugalzinho
1600808;Vitória do Jari;Vitoria do Jari
1700251;Abreulândia;Abreulandia
1700301;Aguiarnópolis;Aguiarnopolis
1700350;Aliança do Tocantins;Alianca do Tocantins
1700400;Almas;Almas
1700707;Alvorada;Alvorada
1701002;Ananás;Ananas
1701051;Angico;Angico
1701101;Aparecida do Rio Negro;Aparecida do Rio Negro
1701309;Aragominas;Aragominas
1701903;Araguacema;Araguacema
1702000;Araguaçu;Araguacu
1702109;Araguaína;Araguaina
1702158;Araguanã;Araguana
1702208;Araguatins;Araguatins
1702307;Arapoema;Arapoema
1702406;Arraias;Arraias
1702554;Augustinópolis;Augustinopolis
1702703;Aurora do Tocantins;Aurora do Tocantins
1702901;Axixá do Tocantins;Axixa do Tocantins
1703008;Babaçulândia;Babaculandia
1703057;Bandeirantes do Tocantins;Bandeirantes do Tocantins
1703073;Barra do Ouro;Barra do Ouro
1703107;Barrolândia;Barrolandia
1703206;Bernardo Sayão;Bernardo Sayao
1703305;Bom Jesus do Tocantins;Bom Jesus do Tocantins
1703602;Brasilândia do Tocantins;Brasilandia do Tocantins
1703701;Brejinho de Nazaré;Brejinho de Nazare
1703800;Buriti do Tocantins;Buriti do Tocantins
1703826;Cachoeirinha;Cachoeirinha
1703842;Campos Lindos;Campos Lindos
1703867;Cariri do Tocantins;Cariri do Tocantins
1703883;Carmolândia;Carmolandia
1703891;Carrasco Bonito;Carrasco Bonito
1703909;Caseara;Caseara
1704105;Centenário;Centenario
1705102;Chapada da Natividade;Chapada da Natividade
1704600;Chapada de Areia;Chapada de Areia
1705508;Colinas do Tocantins;Colinas do Tocantins
1716703;Colméia;Colmeia
1705557;Combinado;Combinado
1705607;Conceição do Tocantins;Conceicao do Tocantins
1706001;Couto Magalhães;Couto Magalhaes
1706100;Cristalândia;Cristalandia
1706258;Crixás do Tocantins;Crixas do Tocantins
1706506;Darcinópolis;Darcinopolis
1707009;Dianópolis;Dianopolis
1707108;Divinópolis do Tocantins;Divinopolis do Tocantins
1707207;Dois Irmãos do Tocantins;Dois Irmaos do Tocantins
1707306;Dueré;Duere
1707405;Esperantina;Esperantina
1707553;Fátima;Fatima
1707652;Figueirópolis;Figueiropolis
1707702;Filadélfia;Filadelfia
1708205;Formoso do Araguaia;Formoso do Araguaia
1708254;Fortaleza do Tabocão;Fortaleza do Tabocao
1708304;Goianorte;Goianorte
1709005;Goiatins;Goiatins
1709302;Guaraí;Guarai
1709500;Gurupi;Gurupi
1709807;Ipueiras;Ipueiras
1710508;Itacajá;Itacaja
1710706;Itaguatins;Itaguatins
1710904;Itapiratins;Itapiratins
1711100;Itaporã do Tocantins;Itapora do Tocantins
1711506;Jaú do Tocantins;Jau do Tocantins
1711803;Juarina;Juarina
1711902;Lagoa da Confusão;Lagoa da Confusao
1711951;Lagoa do Tocantins;Lagoa do Tocantins
1712009;Lajeado;Lajeado
1712157;Lavandeira;Lavandeira
1712405;Lizarda;Lizarda
1712454;Luzinópolis;Luzinopolis
1712504;Marianópolis do Tocantins;Marianopolis do Tocantins
1712702;Mateiros;Mateiros
1712801;Maurilândia do Tocantins;Maurilandia do Tocantins
1713205;Miracema do Tocantins;Miracema do Tocantins
1713304;Miranorte;Miranorte
1713601;Monte do Carmo;Monte do Carmo
1713700;Monte Santo do Tocantins;Monte Santo do Tocantins
1713957;Muricilândia;Muricilandia
1714203;Natividade;Natividade
1714302;Nazaré;Nazare
1714880;Nova Olinda;Nova Olinda
1715002;Nova Rosalândia;Nova Rosalandia
1715101;Novo Acordo;Novo Acordo
1715150;Novo Alegre;Novo Alegre
1715259;Novo Jardim;Novo Jardim
1715507;Oliveira de Fátima;Oliveira de Fatima
1721000;Palmas;Palmas
1715705;Palmeirante;Palmeirante
1713809;Palmeiras do Tocantins;Palmeiras do Tocantins
1715754;Palmeirópolis;Palmeiropolis
1716109;Paraíso do Tocantins;Paraiso do Tocantins
1716208;Paranã;Parana
1716307;Pau D'Arco;Pau D'Arco
1716505;Pedro Afonso;Pedro Afonso
1716604;Peixe;Peixe
1716653;Pequizeiro;Pequizeiro
1717008;Pindorama do Tocantins;Pindorama do Tocantins
1717206;Piraquê;Piraque
1717503;Pium;Pium
1717800;Ponte Alta do Bom Jesus;Ponte Alta do Bom Jesus
1717909;Ponte Alta do Tocantins;Ponte Alta do Tocantins
1718006;Porto Alegre do Tocantins;Porto Alegre do Tocantins
1718204;Porto Nacional;Porto Nacional
1718303;Praia Norte;Praia Norte
1718402;Presidente Kennedy;Presidente Kennedy
1718451;Pugmil;Pugmil
1718501;Recursolândia;Recursolandia
1718550;Riachinho;Riachinho
1718659;Rio da Conceição;Rio da Conceicao
1718709;Rio dos Bois;Rio dos Bois
1718758;Rio Sono;Rio Sono
1718808;Sampaio;Sampaio
1718840;Sandolândia;Sandolandia
1718865;Santa Fé do Araguaia;Santa Fe do Araguaia
1718881;Santa Maria do Tocantins;Santa Maria do Tocantins
1718899;Santa Rita do Tocantins;Santa Rita do Tocantins
1718907;Santa Rosa do Tocantins;Santa Rosa do Tocantins
1719004;Santa Tereza do Tocantins;Santa Tereza do Tocantins
1720002;Santa Terezinha do Tocantins;Santa Terezinha do Tocantins
1720101;São Bento do Tocantins;Sao Bento do Tocantins
1720150;São Félix do Tocantins;Sao Felix do Tocantins
1720200;São Miguel do Tocantins;Sao Miguel do Tocantins
1720259;São Salvador do Tocantins;Sao Salvador do Tocantins
1720309;São Sebastião do Tocantins;Sao Sebastiao do Tocantins
1720499;São Valério;Sao Valerio
1720655;Silvanópolis;Silvanopolis
1720804;Sítio Novo do Tocantins;Sitio Novo do Tocantins
1720853;Sucupira;Sucupira
1720903;Taguatinga;Taguatinga
1720937;Taipas do Tocantins;Taipas do Tocantins
1720978;Talismã;Talisma
1721109;Tocantínia;Tocantinia
1721208;Tocantinópolis;Tocantinopolis
1721257;Tupirama;Tupirama
1721307;Tupiratins;Tupiratins
1722081;Wanderlândia;Wanderlandia
1722107;Xambioá;Xambioa
2100055;Açailândia;Acailandia
2100105;Afonso Cunha;Afonso Cunha
2100154;Água Doce do Maranhão;Agua Doce do Maranhao
2100204;Alcântara;Alcantara
2100303;Aldeias Altas;Aldeias Altas
2100402;Altamira do Maranhão;Altamira do Maranhao
2100436;Alto Alegre do Maranhão;Alto Alegre do Maranhao
2100477;Alto Alegre do Pindaré;Alto Alegre do Pindare
2100501;Alto Parnaíba;Alto Parnaiba
2100550;Amapá do Maranhão;Amapa do Maranhao
2100600;Amarante do Maranhão;Amarante do Maranhao
2100709;Anajatuba;Anajatuba
2100808;Anapurus;Anapurus
2100832;Apicum-Açu;Apicum-Acu
2100873;Araguanã;Araguana
2100907;Araioses;Araioses
2100956;Arame;Arame
2101004;Arari;Arari
2101103;Axixá;Axixa
2101202;Bacabal;Bacabal
2101251;Bacabeira;Bacabeira
2101301;Bacuri;Bacuri
2101350;Bacurituba;Bacurituba
2101400;Balsas;Balsas
2101509;Barão de Grajaú;Barao de Grajau
2101608;Barra do Corda;Barra do Corda
2101707;Barreirinhas;Barreirinhas
2101772;Bela Vista do Maranhão;Bela Vista do Maranhao
2101731;Belágua;Belagua
2101806;Benedito Leite;Benedito Leite
2101905;Bequimão;Bequimao
2101939;Bernardo do Mearim;Bernardo do Mearim
2101970;Boa Vista do Gurupi;Boa Vista do Gurupi
2102002;Bom Jardim;Bom Jardim
2102036;Bom Jesus das Selvas;Bom Jesus das Selvas
2102077;Bom Lugar;Bom Lugar
2102101;Brejo;Brejo
2102150;Brejo de Areia;Brejo de Areia
2102200;Buriti;Buriti
2102309;Buriti Bravo;Buriti Bravo
2102325;Buriticupu;Buriticupu
2102358;Buritirana;Buritirana
2102374;Cachoeira Grande;Cachoeira Grande
2102408;Cajapió;Cajapio
2102507;Cajari;Cajari
2102556;Campestre do Maranhão;Campestre do Maranhao
2102606;Cândido Mendes;Candido Mendes
2102705;Cantanhede;Cantanhede
2102754;Capinzal do Norte;Capinzal do Norte
2102804;Carolina;Carolina
2102903;Carutapera;Carutapera
2103000;Caxias;Caxias
2103109;Cedral;Cedral
2103125;Central do Maranhão;Central do Maranhao
2103158;Centro do Guilherme;Centro do Guilherme
2103174;Centro Novo do Maranhão;Centro Novo do Maranhao
2103208;Chapadinha;Chapadinha
2103257;Cidelândia;Cidelandia
2103307;Codó;Codo
2103406;Coelho Neto;Coelho Neto
2103505;Colinas;Colinas
2103554;Conceição do Lago-Açu;Conceicao do Lago-Acu
2103604;Coroatá;Coroata
2103703;Cururupu;Cururupu
2103752;Davinópolis;Davinopolis
2103802;Dom Pedro;Dom Pedro
2103901;Duque Bacelar;Duque Bacelar
2104008;Esperantinópolis;Esperantinopolis
2104057;Estreito;Estreito
2104073;Feira Nova do Maranhão;Feira Nova do Maranhao
2104081;Fernando Falcão;Fernando Falcao
2104099;Formosa da Serra Negra;Formosa da Serra Negra
2104107;Fortaleza dos Nogueiras;Fortaleza dos Nogueiras
2104206;Fortuna;Fortuna
2104305;Godofredo Viana;Godofredo Viana
2104404;Gonçalves Dias;Goncalves Dias
2104503;Governador Archer;Governador Archer
2104552;Governador Edison Lobão;Governador Edison Lobao
2104602;Governador Eugênio Barros;Governador Eugenio Barros
2104628;Governador Luiz Rocha;Governador Luiz Rocha
2104651;Governador Newton Bello;Governador Newton Bello
2104677;Governador Nunes Freire;Governador Nunes Freire
2104701;Graça Aranha;Graca Aranha
2104800;Grajaú;Grajau
2104909;Guimarães;Guimaraes
2105005;Humberto de Campos;Humberto de Campos
2105104;Icatu;Icatu
2105153;Igarapé do Meio;Igarape do Meio
2105203;Igarapé Grande;Igarape Grande
2105302;Imperatriz;Imperatriz
2105351;Itaipava do Grajaú;Itaipava do Grajau
2105401;Itapecuru Mirim;Itapecuru Mirim
2105427;Itinga do Maranhão;Itinga do Maranhao
2105450;Jatobá;Jatoba
2105476;Jenipapo dos Vieiras;Jenipapo dos Vieiras
2105500;João Lisboa;Joao Lisboa
2105609;Joselândia;Joselandia
2105658;Junco do Maranhão;Junco do Maranhao
2105708;Lago da Pedra;Lago da Pedra
2105807;Lago do Junco;Lago do Junco
2105948;Lago dos Rodrigues;Lago dos Rodrigues
2105906;Lago Verde;Lago Verde
2105922;Lagoa do Mato;Lagoa do Mato
2105963;Lagoa Grande do Maranhão;Lagoa Grande do Maranhao
2105989;Lajeado Novo;Lajeado Novo
2106003;Lima Campos;Lima Campos
2106102;Loreto;Loreto
2106201;Luís Domingues;Luis Domingues
2106300;Magalhães de Almeida;Magalhaes de Almeida
2106326;Maracaçumé;Maracacume
2106359;Marajá do Sena;Maraja do Sena
2106375;Maranhãozinho;Maranhaozinho
2106409;Mata Roma;Mata Roma
2106508;Matinha;Matinha
2106607;Matões;Matoes
2106631;Matões do Norte;Matoes do Norte
2106672;Milagres do Maranhão;Milagres do Maranhao
2106706;Mirador;Mirador
2106755;Miranda do Norte;Miranda do Norte
2106805;Mirinzal;Mirinzal
2106904;Monção;Moncao
2107001;Montes Altos;Montes Altos
2107100;Morros;Morros
2107209;Nina Rodrigues;Nina Rodrigues
2107258;Nova Colinas;Nova Colinas
2107308;Nova Iorque;Nova Iorque
2107357;Nova Olinda do Maranhão;Nova Olinda do Maranhao
2107407;Olho d'Água das Cunhãs;Olho d'Agua das Cunhas
2107456;Olinda Nova do Maranhão;Olinda Nova do Maranhao
2107506;Paço do Lumiar;Paco do Lumiar
2107605;Palmeirândia;Palmeirandia
2107704;Paraibano;Paraibano
2107803;Parnarama;Parnarama
2107902;Passagem Franca;Passagem Franca
2108009;Pastos Bons;Pastos Bons
2108058;Paulino Neves;Paulino Neves
2108108;Paulo Ramos;Paulo Ramos
2108207;Pedreiras;Pedreiras
2108256;Pedro do Rosário;Pedro do Rosario
2108306;Penalva;Penalva
2108405;Peri Mirim;Peri Mirim
2108454;Peritoró;Peritoro
2108504;Pindaré-Mirim;Pindare-Mirim
2108603;Pinheiro;Pinheiro
2108702;Pio XII;Pio XII
2108801;Pirapemas;Pirapemas
2108900;Poção de Pedras;Pocao de Pedras
2109007;Porto Franco;Porto Franco
2109056;Porto Rico do Maranhão;Porto Rico do Maranhao
2109106;Presidente Dutra;Presidente Dutra
2109205;Presidente Juscelino;Presidente Juscelino
2109239;Presidente Médici;Presidente Medici
2109270;Presidente Sarney;Presidente Sarney
2109304;Presidente Vargas;Presidente Vargas
2109403;Primeira Cruz;Primeira Cruz
2109452;Raposa;Raposa
2109502;Riachão;Riachao
2109551;Ribamar Fiquene;Ribamar Fiquene
2109601;Rosário;Rosario
2109700;Sambaíba;Sambaiba
2109759;Santa Filomena do Maranhão;Santa Filomena do Maranhao
2109809;Santa Helena;Santa Helena
2109908;Santa Inês;Santa Ines
2110005;Santa Luzia;Santa Luzia
2110039;Santa Luzia do Paruá;Santa Luzia do Parua
2110104;Santa Quitéria do Maranhão;Santa Quiteria do Maranhao
2110203;Santa Rita;Santa Rita
2110237;Santana do Maranhão;Santana do Maranhao
2110278;Santo Amaro do Maranhão;Santo Amaro do Maranhao
2110302;Santo Antônio dos Lopes;Santo Antonio dos Lopes
2110401;São Benedito do Rio Preto;Sao Benedito do Rio Preto
2110500;São Bento;Sao Bento
2110609;São Bernardo;Sao Bernardo
2110658;São Domingos do Azeitão;Sao Domingos do Azeitao
2110708;São Domingos do Maranhão;Sao Domingos do Maranhao
2110807;São Félix de Balsas;Sao Felix de Balsas
2110856;São Francisco do Brejão;Sao Francisco do Brejao
2110906;São Francisco do Maranhão;Sao Francisco do Maranhao
2111003;São João Batista;Sao Joao Batista
2111029;São João do Carú;Sao Joao do Caru
2111052;São João do Paraíso;Sao Joao do Paraiso
2111078;São João do Soter;Sao Joao do Soter
2111102;São João dos Patos;Sao Joao dos Patos
2111201;São José de Ribamar;Sao Jose de Ribamar
2111250;São José dos Basílios;Sao Jose dos Basilios
2111300;São Luís;Sao Luis
2111409;São Luís Gonzaga do Maranhão;Sao Luis Gonzaga do Maranhao
2111508;São Mateus do Maranhão;Sao Mateus do Maranhao
2111532;São Pedro da Água Branca;Sao Pedro da Agua Branca
2111573;São Pedro dos Crentes;Sao Pedro dos Crentes
2111607;São Raimundo das Mangabeiras;Sao Raimundo das Mangabeiras
2111631;São Raimundo do Doca Bezerra;Sao Raimundo do Doca Bezerra
2111672;São Roberto;Sao Roberto
2111706;São Vicente Ferrer;Sao Vicente Ferrer
2111722;Satubinha;Satubinha
2111748;Senador Alexandre Costa;Senador Alexandre Costa
2111763;Senador La Rocque;Senador La Rocque
2111789;Serrano do Maranhão;Serrano do Maranhao
2111805;Sítio Novo;Sitio Novo
2111904;Sucupira do Norte;Sucupira do Norte
2111953;Sucupira do Riachão;Sucupira do Riachao
2112001;Tasso Fragoso;Tasso Fragoso
2112100;Timbiras;Timbiras
2112209;Timon;Timon
2112233;Trizidela do Vale;Trizidela do Vale
2112274;Tufilândia;Tufilandia
2112308;Tuntum;Tuntum
2112407;Turiaçu;Turiacu
2112456;Turilândia;Turilandia
2112506;Tutóia;Tutoia
2112605;Urbano Santos;Urbano Santos
2112704;Vargem Grande;Vargem Grande
2112803;Viana;Viana
2112852;Vila Nova dos Martírios;Vila Nova dos Martirios
2112902;Vitória do Mearim;Vitoria do Mearim
2113009;Vitorino Freire;Vitorino Freire
2114007;Zé Doca;Ze Doca
2200053;Acauã;Acaua
2200103;Agricolândia;Agricolandia
2200202;Água Branca;Agua Branca
2200251;Alagoinha do Piauí;Alagoinha do Piaui
2200277;Alegrete do Piauí;Alegrete do Piaui
2200301;Alto Longá;Alto Longa
2200400;Altos;Altos
2200459;Alvorada do Gurguéia;Alvorada do Gurgueia
2200509;Amarante;Amarante
2200608;Angical do Piauí;Angical do Piaui
2200707;Anísio de Abreu;Anisio de Abreu
